source_signature,row_count,taxonomy_group,source_resolution_level,source_species_normalized,source_organism_name,bacdive_status_closure,species_validation_status,candidate_rescue_status,raw_cache_files_seen,missing_cache_files,cache_record_count_total_before_species_filter,representative_bacdive_record_count,record_count_with_culture_collection,unique_culture_collection_count,has_any_culture_collection,type_strain_record_count,has_type_strain_record,culture_medium_record_count,unique_culture_medium_count,has_any_culture_medium,isolation_source_record_count,unique_isolation_source_count,has_any_isolation_source,country_record_count,unique_country_count,has_any_country,genome_accession_record_count,unique_genome_accession_count,has_any_genome_accession,inclusion_basis_counts,example_culture_collections,example_strain_designations,example_culture_media,example_isolation_sources
proteome:UP000001408,196,target_bacteria,proteome,leptospira interrogans,Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,200,100,100,103,True,1,True,100,1,True,95,13,True,94,24,True,1,2,True,"{""normalized_species_exact"": 100}",CRBIP6.1487; CRBIP6.1485; CRBIP6.1481; CRBIP6.1475; CRBIP6.1471; CRBIP6.1459; CRBIP6.1442; CRBIP6.1432; CRBIP6.1429; CRBIP6.1427; CRBIP6.1426; CRBIP6.1425; CRBIP6.1420; CRBIP6.1417; CRBIP6.1415; CRBIP6.1414; CRBIP6.1409; CRBIP6.1401; CRBIP6.1398; CRBIP6.1397,"LEP1487, LT 63-68; LEP 1485, HK6; LEP1481, Andaman; LEP1475, Gurung; LEP1471, yamamoto; LEP1459, LT 1026; LEP1442, R 740; LEP1432, LT 65-68; LEP1429, LT 64-67; LEP 1427, Valbuzzi; LEP1426, LT 398; LEP1425, Biggs; LEP 1420, Szwajizak; LEP 1417, Robinson; LEP1415, Abraham; LEP 1414, Zanoni; LEP1409, Wijinberg; LEP 1401, H2; LEP1398, Biggs; LEP 1397, Szwajizak",CIP Medium 189,"Animal, Bandicoot; Human; Animal, Cow; Animal, Dog; Animal, Rat"
proteome:UP000000439,128,target_bacteria,proteome,bifidobacterium longum,Bifidobacterium longum (strain NCC 2705),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,114,57,57,137,True,5,True,10,5,True,54,36,True,27,7,True,22,37,True,"{""base_binomial_match_or_subspecies"": 43, ""normalized_species_exact"": 14}",LMG 32752; CCOS 2034; DSM 115839; JCM 7139; ATCC 27532; CGMCC 1.3011; KCTC 3429; LMG 18891; JCM 7060; CGMCC 1.3049; JCM 7056; JCM 7055; JCM 7053; CGMCC 1.3048; JCM 7052; CGMCC 1.3013; JCM 7050; LMG 18899; JCM 7011; JCM 7010,"NCC 5000; HUN014, AGR2137; WCA-178-WT-4B; S3; Su 851; SU859, SU 859; S76E; S12; E194b (Variant a), E194b; C10-45",BIFIDOBACTERIUM MEDIUM (DSMZ Medium 58); WILKINS-CHALGREN ANAEROBE BROTH (DSMZ Medium 339); MEDIUM 20 - for Anaerobic bacteria; CIP Medium 20; CIP Medium 72,Calf faeces; Pig feces; Calf feces; Infant feces; Human feces
taxon:1354|organism:enterococcus hirae,4,target_bacteria,taxon_organism,enterococcus hirae,Enterococcus hirae,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,50,25,25,74,True,1,True,8,4,True,19,19,True,17,5,True,5,14,True,"{""normalized_species_exact"": 25}",DSM 114598; JCM 8720; JCM 8719; JCM 8718; JCM 8717; DSM 109134; DSM 100949; CCUG 58425; CCUG 54371; CCUG 53265; CCUG 51711; CCUG 47453; CCUG 46536; CCUG 42698; CCUG 37829; CCUG 36850; CCUG 33114; CCUG 28690; CCUG 28689; CCUG 19908 B,114598; Cla-CZ-137; WCA-386-APC-3D; AmMS 206; SB; Eh61; M 19,TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); MEDIUM 29- Brain heart agar; CIP Medium 29; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"blood culture; chicken cecal content, 21 days old; feces; pig, 4 month old, genotype: APC1311/+ referring to the adenomatous-polyposis-coli (APC) protein; Human blood,88-yr-old woman; Human drain,62-yr-old woman"
proteome:UP000000756,207,target_bacteria,proteome,aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,13,0,164,77,77,129,True,2,True,11,11,True,40,41,True,27,7,True,2,6,True,"{""base_binomial_match_or_subspecies"": 41, ""normalized_species_exact"": 36}",DSM 30187; ATCC 7966; LMG 2844; NCDC 359-60; NCMB 86; NCTC 8049; WDCM 00063; CCUG 14551; CIP 76.14; JCM 1027; BCRC 13018; CCM 7232; CDC 359-60; CECT 839; HAMBI 1847; IAM 12337; IAM 12460; KCTC 2358; LMG 12156; LMG 13439,"NCIMB(QC) 50013, 543; Wiedemann IV3-20; LUHS TK-19-2; 46 NPE3B1; 3; AmMS 199; T429125; Au-1D12; WS 41125, WS41125 (Aeromonas hydrophila); LRA 3300776, LRA 330 07 76",TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); CIP Medium 3; CIP Medium 72,"tin of milk with a fishy odour; Tin of milk with a fishy odour; Tin of milk with a fishy odor; Food, Tin of milk with a fishy odor; The intestine of Carassius gibelio (fish)"
proteome:UP000008220,123,target_bacteria,proteome,clostridium novyi,Clostridium novyi (strain NT),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,10,5,5,12,True,1,True,2,5,True,3,3,True,3,3,True,1,1,True,"{""normalized_species_exact"": 5}",CCUG 70343; CCUG 63580; CIP 60.44; DSM 14992; ATCC 17861; JCM 1406; CCUG 57219; NCTC 13029; NCIMB 10661; DSM 5566; ATCC 27606; VPI 8099,chevaux; 151,MEDIUM 20 - for Anaerobic bacteria; CIP Medium 20; CHOPPED MEAT MEDIUM WITH CARBOHYDRATES (DSMZ Medium 110); FASTIDIOUS ANAEROBE BROTH (DSMZ Medium 1203a); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood; Human blood,87-yr-old woman; Animal, Horse with gas gangrene"
proteome:UP000000225,202,target_bacteria,proteome,aeromonas salmonicida,Aeromonas salmonicida (strain A449),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,68,34,34,104,True,5,True,13,14,True,26,31,True,10,7,True,7,12,True,"{""base_binomial_match_or_subspecies"": 22, ""normalized_species_exact"": 11, ""validated_bacdive_id_from_closure"": 1}",DSM 117494; JCM 8237; JCM 8236; JCM 8235; JCM 8200; CECT 4236; NCIMB 1104; JCM 8199; CECT 4237; NCIMB 1103; JCM 8198; NCIMB 838; JCM 8197; NCIMB 837; JCM 8196; NCIMB 836; JCM 8195; NCIMB 835; JCM 8194; NCIMB 834,"A-9; 11.79; 950704-2/1; 20; T. Kimura 1-a-1, I-a-1; 138, AS20/1/1; 34mel, 34 mel; 3007-60",TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); MEDIUM 3 - Columbia agar; CIP Medium 3; MEDIUM 72- for trypto casein soja agar,Rainbow trout; Masou (<I>Oncorhynchus</I> sp.); Male sea trout; Diseased brown trout; Diseased brook trout
proteome:UP000000249,190,target_bacteria,proteome,vibrio cholerae,Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,7,0,234,117,117,150,True,1,True,30,9,True,84,57,True,91,18,True,3,9,True,"{""normalized_species_exact"": 117}",CCUG 66155; CCUG 60231; CCUG 58152; CCUG 57635; CCUG 56875; CCUG 53967; CCUG 53725; CCUG 53724; CCUG 51963; CCUG 51600; CCUG 50999; CCUG 50018; CCUG 47461; CCUG 47460; CCUG 47153; CCUG 46968; CCUG 45392; CCUG 45390; CCUG 45388; CCUG 44668,"A1552; N16961; 940041, 569B; HK1; 254; 335; MDO19; 723; 2829; 182; Makassar 757; AC7535; 4Z; B2 (Berne 2); O9; O14; O1; AE17504; AI1853; 2830",CIP Medium 72; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); MEDIUM 72- for trypto casein soja agar; CIP Medium 3,"Human eye,8-yr-old girl; Human ear,16-yr-old boy; Human ear,24-yr-old man; Human ear,9-yr-old boy from Burma; Human urine,63-yr-old man"
taxon:355278|organism:leptospira biflexa serovar patoc (strain patoc 1 / ames),108,target_bacteria,taxon_organism,leptospira biflexa,Leptospira biflexa serovar Patoc (strain Patoc 1 / Ames),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,12,6,6,11,True,1,True,6,1,True,4,3,True,5,3,True,1,2,True,"{""normalized_species_exact"": 6}",CRBIP6.1403; Sao Paulo; CRBIP6.1379; CRBIP6.1281; CRBIP6.1251; CRBIP6.1250; CCUG 5912; ATCC 23582; CRBIP6.1342; CRBIP6.1176; Patoc 1,"LEP 1403; LEP1379, Bovedo; LEP1281, CH 11; LEP1251, CH11; LEP1250, CH11; LEP1342",CIP Medium 189,"Human; Stream water; Environment, Water"
taxon:228400|organism:histophilus somni (strain 2336) (haemophilus somnus),134,target_bacteria,taxon_organism,histophilus somni,Histophilus somni (strain 2336) (Haemophilus somnus),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,42,21,21,33,True,1,True,6,6,True,21,18,True,21,9,True,2,2,True,"{""normalized_species_exact"": 21}",CCUG 61857; CCUG 47050; CCUG 47049; CCUG 47048; CCUG 47047; CCUG 47046; CCUG 46775; MCCM 03031; CCUG 46774; MCCM 03029; CCUG 46773; MCCM 02133; CCUG 46772; MCCM 00330; CCUG 46771; MCCM 00338; CCUG 46770; MCCM 03030; CCUG 46769; CCUG 34464,8917974; 872; 905; 902; 8025,"MEDIUM 10 - Chocolate medium  for Actinobacillus pleuropneumoniae, Capnocytophaga cynodegmi, Haemophilus and Neisseria; CIP Medium 10; MEDIUM 5 - Columbia agar with 5 % globular extract; CIP Medium 5; MEDIUM 45 - for Columbia agar with sheep blood","Cattle,bull semen; Cattle lung,pneumonia; Cattle orificum uteri; Cattle preputium; Bovine uterus,diseased animal"
proteome:UP000008319,210,target_bacteria,proteome,proteus mirabilis,Proteus mirabilis (strain HI4320),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,106,53,53,89,True,1,True,25,10,True,24,19,True,26,6,True,3,4,True,"{""normalized_species_exact"": 53}",STI11109; STI10794; SF002753; DSM 115002; CRBIP17.135; CCUG 63961; CCUG 49244; CCUG 43605; CCUG 39506; ATCC 7002; CCUG 39049; CCUG 36839; CCUG 36728; CCUG 34294; NCDC 2059-70; ATCC 25933; CCUG 33828; CCUG 33773; ATCC 29245; CCUG 29299,IMET 11109; IMET 10794; 10762; 115002; CIMB 05-1153; 73.87; 74.87; AP 3; SS; CF 1709; PM1; B-0087; O; 89-Hb; CF 09; PG 400; PGVI; CD1-T1542; BL 47; WS 10039,TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); CIP Medium 72; MEDIUM 3 - Columbia agar; CIP Medium 3,"swab; Human, Urine; Human urine,5-yr-old boy; Human clinical sample; Human urine"
proteome:UP000006901,34,target_bacteria,proteome,borreliella burgdorferi,Borreliella burgdorferi (strain ZS7) (Borrelia burgdorferi),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,10,5,4,7,True,1,True,4,3,True,4,4,True,4,4,True,1,2,True,"{""normalized_species_exact"": 1, ""validated_bacdive_id_from_closure"": 4}",CIP 102531; CIP 109134; DSM 4681; ATCC 35211; DSM 4680; ATCC 35210; CIP 102532,IP-1; CA 8; IRS; B31,CIP Medium 83; MEDIUM 83 - for Borrelia; BSK-MEDIUM (DSMZ Medium 403),"Human, Spinal fluid; Other, Ixodes pacificus; tick (<I>Ixodes ricinus</I>); tick (<I>Ixodes dammini</I>)"
proteome:UP000001217,169,target_bacteria,proteome,vibrio cholerae,Vibrio cholerae serotype O1 (strain M66-2),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,6,0,234,117,117,150,True,1,True,30,9,True,84,57,True,91,18,True,3,9,True,"{""normalized_species_exact"": 117}",CCUG 66155; CCUG 60231; CCUG 58152; CCUG 57635; CCUG 56875; CCUG 53967; CCUG 53725; CCUG 53724; CCUG 51963; CCUG 51600; CCUG 50999; CCUG 50018; CCUG 47461; CCUG 47460; CCUG 47153; CCUG 46968; CCUG 45392; CCUG 45390; CCUG 45388; CCUG 44668,"A1552; N16961; 940041, 569B; HK1; 254; 335; MDO19; 723; 2829; 182; Makassar 757; AC7535; 4Z; B2 (Berne 2); O9; O14; O1; AE17504; AI1853; 2830",CIP Medium 72; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); MEDIUM 72- for trypto casein soja agar; CIP Medium 3,"Human eye,8-yr-old girl; Human ear,16-yr-old boy; Human ear,24-yr-old man; Human ear,9-yr-old boy from Burma; Human urine,63-yr-old man"
proteome:UP000001485,191,target_bacteria,proteome,edwardsiella ictaluri,Edwardsiella ictaluri (strain 93-146),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,2,1,1,14,True,1,True,1,5,True,1,4,True,1,2,True,1,2,True,"{""normalized_species_exact"": 1}",CCUG 18764; CECT 885; DSM 13697; ATCC 33202; CDC 1976-78; JCM 16934; JCM 1680; CGMCC 1.1873; CIP 81.96; KCTC 12264; LMG 7860; NBRC 105724; NCIMB 13272; NCTC 12122,"GA 77-52, 1976-78",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"channel catfish, <I>Ictalurus punctatus</I>; Channel catfish; Channel catfish (<I>Ictalurus punctatus</I>); Animal, Catfish, enteric septicemia"
proteome:UP000001807,83,target_bacteria,proteome,borreliella burgdorferi,Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) (Borrelia burgdorferi),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,8,0,15,5,4,7,True,1,True,4,3,True,4,4,True,4,4,True,1,2,True,"{""normalized_species_exact"": 1, ""validated_bacdive_id_from_closure"": 4}",DSM 4680; ATCC 35210; CIP 102532; CIP 102531; CIP 109134; DSM 4681; ATCC 35211,B31; IP-1; CA 8; IRS,BSK-MEDIUM (DSMZ Medium 403); CIP Medium 83; MEDIUM 83 - for Borrelia,"tick (<I>Ixodes dammini</I>); Human, Spinal fluid; Other, Ixodes pacificus; tick (<I>Ixodes ricinus</I>)"
proteome:UP000000809,273,target_bacteria,proteome,pasteurella multocida,Pasteurella multocida (strain Pm70),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,6,0,248,124,124,158,True,3,True,41,10,True,113,87,True,97,15,True,4,7,True,"{""base_binomial_match_or_subspecies"": 27, ""normalized_species_exact"": 97}",CIP 56.9; CCUG 61113; CCUG 52890; CCUG 52457; CCUG 52226; CCUG 47442; CCUG 46857; CCUG 44954; CCUG 43536; CCUG 43535; CCUG 43414; CCUG 43273; CCUG 42588; CCUG 39208; CCUG 38669; CCUG 37469; CCUG 37294; CCUG 37250; CCUG 36782; CCUG 36598,"CNP 446; 371-86; 65-86; 116.87; 501.85; 64-86; 479-86; 346-86; 309-86; 188-86; 721-85; 1001.83; You; Gerard; 340; E 18, CNP 138; 433-86; 308-86; 14070/82, CNP 445; CNP 912","MEDIUM 118 - for Pasteurella, Actinobacillus and Psychrobacter frigidicola; CIP Medium 118-b; MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; MEDIUM 72- for trypto casein soja agar","Human tissue,67-yr-old man,foot; Human bronchus,67-yr-old man,rinse fluid; Human bronchus,70-yr-old woman; Human wound,69-yr-old woman,cat bite; Human bronchial secretion"
proteome:UP000000684,200,target_bacteria,proteome,shewanella frigidimarina,Shewanella frigidimarina (strain NCIMB 400),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,5,0,4,2,2,6,True,2,True,1,3,True,2,4,True,2,2,True,1,1,True,"{""normalized_species_exact"": 1, ""validated_bacdive_id_from_closure"": 1}",KCTC 23109; JCM 16723; DSM 12253; ACAM 591; CIP 105515; ATCC 700753,IR 12,BACTO MARINE BROTH (DIFCO 2216) (DSMZ Medium 514); Marine agar (MA); CIP Medium 13,"marine sediment; Arctic marine sediment at Tempelfjorden; sea ice; Environment, Sea ice"
proteome:UP000002430,81,target_bacteria,proteome,lawsonia intracellularis,Lawsonia intracellularis (strain PHE/MN1-00),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,2,1,1,1,True,1,True,0,0,False,0,0,False,0,0,False,0,0,False,"{""normalized_species_exact"": 1}",NCTC 12656,1482/89,,
proteome:UP000001932,228,target_bacteria,proteome,sodalis glossinidius,Sodalis glossinidius (strain morsitans),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,2,1,1,2,True,1,True,1,2,True,1,1,True,1,1,True,0,0,False,"{""normalized_species_exact"": 1}",DSM 16929; NCIMB 13495,M1,SODALIS GLOSSINIDIUS MEDIUM (DSMZ Medium 1021); TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535),hemolymph of the tsetse fly <I>Glossina morsitans morsitans</I>
proteome:UP000002493,327,target_bacteria,proteome,vibrio parahaemolyticus,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,110,55,55,98,True,1,True,18,11,True,38,37,True,32,12,True,3,9,True,"{""normalized_species_exact"": 49, ""validated_bacdive_id_from_closure"": 6}",STI10858; STI10832; STI10831; STI10830; STI10829; STI10828; STI10795; DSM 107522; CCUG 51447; CCUG 47109; CCUG 47004; CCUG 47003; CCUG 45701; CCUG 45391; CCUG 45389; CCUG 43365; CCUG 43364; CCUG 43363; CCUG 43362; CCUG 42817,"IMET 10858; IMET 10832; IMET 10831; IMET 10830; IMET 10829; IMET 10828; IMET 10795; TS-8-11-4; R622, Fofama; 64 S; 64 T; R777; BB22; 1192-70; AH25712; 1132-70; Truro 69/61527; VL 1225; VL 2074; P-5",BACTO MARINE BROTH (DIFCO 2216) (DSMZ Medium 514); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); Marine agar (MA); CIP Medium 13; MEDIUM 72- for trypto casein soja agar,"sediment (salt marsh estuary); Human leg,46-yr-old man,fascitis,fatal infection; Water or sludge; Industry; Food"
taxon:644|organism:aeromonas hydrophila,7,target_bacteria,taxon_organism,aeromonas hydrophila,Aeromonas hydrophila,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,154,77,77,129,True,2,True,11,11,True,40,41,True,27,7,True,2,6,True,"{""base_binomial_match_or_subspecies"": 41, ""normalized_species_exact"": 36}",ST033606; DSM 112649; JCM 6133; JCM 6132; JCM 5086; JCM 3999; JCM 3998; JCM 3997; JCM 3996; JCM 3995; CCM 2282; JCM 3994; CCM 1316; JCM 3992; JCM 3991; JCM 3990; JCM 3989; JCM 3988; JCM 3987; JCM 3986,"Wiedemann IV3-20; LUHS TK-19-2; 46 NPE3B1; 3; AmMS 199; T429125; Au-1D12; NCIMB(QC) 50013, 543; WS 41125, WS41125 (Aeromonas hydrophila); LRA 3300776, LRA 330 07 76",TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); MEDIUM 72- for trypto casein soja agar; CIP Medium 72; MEDIUM 3 - Columbia agar,The intestine of Carassius gibelio (fish); Nile monitor (<I>Varranus nitolicus</I>); California red-legged frog (<I>Rana auroa draytoni</I>); Patch nose snake (<I>Salvadora hexatepsis virgultea</I>); Child's feces with diarrhoea
proteome:UP000002148,114,target_bacteria,proteome,streptococcus sanguinis,Streptococcus sanguinis (strain SK36),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,140,70,70,89,True,1,True,3,4,True,67,34,True,57,5,True,18,20,True,"{""normalized_species_exact"": 70}",CCUG 59333; CCUG 59332; CCUG 59331; CCUG 59330; CCUG 59329; CCUG 59328; CCUG 59327; CCUG 59326; CCUG 59325; CCUG 59324; CCUG 59323; CCUG 59322; CCUG 59320; CCUG 59319; CCUG 57221; CCUG 56346; CCUG 56135; CCUG 55078; CCUG 54608; CCUG 53464,BM90; 21384,MEDIUM 29- Brain heart agar; CIP Medium 29; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92),"Human blood,endocarditis; Human,dental plaque; Human kidney,60-yr-old man; Human tongue; Human blood,65-yr-old man,spondylitis"
taxon:359786|organism:staphylococcus aureus (strain jh9),175,target_bacteria,taxon_organism,staphylococcus aureus,Staphylococcus aureus (strain JH9),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
proteome:UP000006386,181,target_bacteria,proteome,staphylococcus aureus,Staphylococcus aureus (strain Newman),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,6,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
taxon:451516|organism:staphylococcus aureus (strain usa300 / tch1516),166,target_bacteria,taxon_organism,staphylococcus aureus,Staphylococcus aureus (strain USA300 / TCH1516),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,198,443,True,1,True,147,13,True,125,110,True,112,17,True,41,283,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 196}",CIP 81.81; ATCC 12599; NCTC 8531; CCUG 1799; CIP 103811; CIP 103568; ATCC 49476; CIP 107397; CIP 67.7; CIP 65.24; CIP 65.23; CIP 65.12; ATCC 12603; NCTC 6134; CIP 65.10; ATCC 12601; NCTC 6131; CCUG 1801; CIP 65.9; NCTC 6130,"UAA 303, 6615; B17266; A20212-47; 196E; 60-599; MS 69; MS 174; 133; 131N; BM10431, 92.037; N315; BM3327; T2_T7B 2); STH00438; STH00437; STH00435; STI11389(IMET), SA159; STH00432; STH00433; STH00439",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; MEDIUM 72- for trypto casein soja agar; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),"Human blood,osteomyelitis; Human, Blood; Human, Throat; Human, Unknown source; Human, Skin"
proteome:UP000002163,109,target_bacteria,proteome,streptococcus pneumoniae,Streptococcus pneumoniae (strain Hungary19A-6),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,6,0,400,200,200,233,True,1,True,129,8,True,70,54,True,155,13,True,12,17,True,"{""normalized_species_exact"": 200}",CCUG 10364; CCUG 10175; CCUG 10068; CCUG 9739; CCUG 8623; CCUG 8594; CCUG 8476; CCUG 8475; CCUG 8474; CCUG 8473; CCUG 8472; CCUG 8471; CCUG 8470; CCUG 8469; CCUG 8468; CCUG 8467; CCUG 8466; CCUG 8464; CCUG 8458; CCUG 8457,SSISP 6B/3; CNRP 6254; SSISP 20/2; SSISP 44/3; SSISP 47 A/1; SSISP 47 F/1; SSISP 46/2; SSISP 45/2; SSISP 43/3; SSISP 42/2; SSISP 41 A/2; SSISP 41 F/2; SSISP 35 C/2; SSISP 35 B/2; SSISP 35 A/3; SSISP 35 F/2; SSISP 34/2; SSISP 33 D/2; SSISP 33 C/2; SSISP 33 A/3,MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; CIP Medium 6-Boites-Biorad; CIP Medium 566; CIP Medium 10,"Human; Human nasopharynx,healthy 1?-yr-old child; Human nasopharynx; Human nasopharynx,2-yr-old girl; Human sputum,bronchitis"
taxon:516950|organism:streptococcus pneumoniae (strain cgsp14),81,target_bacteria,taxon_organism,streptococcus pneumoniae,Streptococcus pneumoniae (strain CGSP14),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,200,233,True,1,True,129,8,True,70,54,True,155,13,True,12,17,True,"{""normalized_species_exact"": 200}",CCUG 10364; CCUG 10175; CCUG 10068; CCUG 9739; CCUG 8623; CCUG 8594; CCUG 8476; CCUG 8475; CCUG 8474; CCUG 8473; CCUG 8472; CCUG 8471; CCUG 8470; CCUG 8469; CCUG 8468; CCUG 8467; CCUG 8466; CCUG 8464; CCUG 8458; CCUG 8457,SSISP 6B/3; CNRP 6254; SSISP 20/2; SSISP 44/3; SSISP 47 A/1; SSISP 47 F/1; SSISP 46/2; SSISP 45/2; SSISP 43/3; SSISP 42/2; SSISP 41 A/2; SSISP 41 F/2; SSISP 35 C/2; SSISP 35 B/2; SSISP 35 A/3; SSISP 35 F/2; SSISP 34/2; SSISP 33 D/2; SSISP 33 C/2; SSISP 33 A/3,MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; CIP Medium 6-Boites-Biorad; CIP Medium 566; CIP Medium 10,"Human; Human nasopharynx,healthy 1?-yr-old child; Human nasopharynx; Human nasopharynx,2-yr-old girl; Human sputum,bronchitis"
